section,row,n_section_id,n_row_id,valid
Preferred Loge Box Value 157,J,8,8,True
Loge 168,D,284,3,True
29FD,R,231,15,True
Loge 161,K,63,9,True
Loge 166,B,275,1,True
131LG,H,69,7,True
RESERVE MVP VALUE 11,R,199,15,True
51RS,F,81,5,True
Loge Box 162,K,279,9,True
Loge 165,J,136,8,True
44FD,J,212,8,True
Pavilion 303,D,67,3,True
Preferred Loge Box 154,D,9,3,True
Field Box FB47,N,213,12,True
RESERVE VIP 8,B,61,1,True
11RS,S,199,16,True
Preferred Reserve 41,CC,125,3,True
53 FD,C,178,3,True
Pavilion 304,C,117,2,True
Pavilion 312,C,141,2,True
146LG,H,40,7,True
126LG,C,130,2,True
Field Box VIP & MVP FBMVP8,D,169,3,True
Loge Box MVP 121,R,116,15,True
153LG,H,4,7,True
Field Box MVP 16,R,262,15,True
7RS,N,107,12,True
44BL,AA,,,False
107LG,H,244,7,True
Pavilion 304,A,117,0,True
3FD,L,164,10,True
147LG,E,39,4,True
23RS,K,197,9,True
Loge Box 158,K,12,9,True
8FD,B,169,1,True
Loge Box 166,D,275,3,True
Infield Box Value 36,A,230,0,True
Reserve VIP Value 19,C,34,2,True
Preferred Field Box PFB42,X,140,21,True
Preferred Field Box VIP 40,F,208,5,True
Preferred Field Box 44,N,212,12,True
28RS,L,133,10,True
308PR,D,21,3,True
303PL,D,67,3,True
Loge Box VIP & MVP 125,K,129,9,True
10TD,C,209,2,True
Reserve R18,BB,225,1,True
Preferred Reserve 28,E,133,4,True
45FD,C,211,2,True
Infield Reserve IFR1,U,113,18,True
30FD,K,239,9,True
301PL,E,261,4,True
Preferred Loge Box 148,D,36,3,True
43RS,C,204,2,True
5TD,E,289,4,True
28FD,M,232,11,True
Infield Loge Box 145,A,37,0,True
309PL,Q,88,15,True
RESERVE MVP 16,A,288,0,True
48RS,R,132,15,True
15RS,L,222,10,True
Reserve MVP 19,H,34,7,True
Pavilion 311,B,160,1,True
Top Deck 6,L,1,10,True
28RS,N,133,12,True
19RS,C,34,2,True
Loge Box 158,M,12,11,True
Top Deck 3,A,249,0,True
11RS,C,199,2,True
Field Box FB47,T,213,17,True
130LG,J,68,8,True
6RS,E,106,4,True
153LG,D,4,3,True
113LG,A,147,0,True
Preferred Loge Box Value 158,J,12,8,True
153LG,B,4,1,True
Field Box FB46,G,214,6,True
7FD,U,168,18,True
Infield Box 31,T,242,17,True
27 FIELD,F,285,5,True
Infield Reserve Front Row 24,A,255,0,True
159LG,R,13,15,True
Field Box MVP 6,J,167,8,True
154LG,H,9,7,True
Top Deck 2,K,182,9,True
43RS,N,204,12,True
34FD,H,159,7,True
40FD,J,208,8,True
154LG,H,9,7,True
Reserve MVP 7,A,107,0,True
Top Deck 3,E,249,4,True
26FD,T,218,17,True
Field Box MVP 9,O,170,13,True
Preferred Reserve 27,N,193,12,True
Preferred Field Box Value 48,E,216,5,True
Infield Reserve IFR11,N,199,12,True
Preferred Field Box PFB39,R,196,15,True
306PR,A,115,0,True
Lower Reserve LR40,N,264,12,True
Infield Loge Box 146,S,40,16,True
Pavilion 311,G,160,6,True
5TD,H,289,7,True
Preferred Field Box 40,R,208,15,True
5TD,C,289,2,True
307PL,S,89,17,True
Preferred Reserve 45,JJ,131,8,True
Upper Reserve 54,GG,76,6,True
Infield Box 31,D,242,3,True
Preferred Field Box 40,K,208,9,True
145LG,R,37,15,True
Preferred Field Box 41,J,60,8,True
Upper Reserve 17,BB,224,1,True
34FD,J,159,8,True
307PL,K,89,9,True
151LG,O,6,13,True
Infield Box 26,M,218,11,True
127 LOGE,A,127,0,True
47RS,J,287,8,True
153LG,P,4,14,True
Preferred Field Box 43,W,241,20,True
Field Box VIP & MVP FBMVP20,B,171,1,True
23RS,N,197,12,True
Reserve R21,BB,267,1,True
Lower Reserve LR28,N,133,12,True
Preferred Field Box 44,M,212,11,True
46FD,M,214,11,True
Top Deck 9,E,11,4,True
19RS,H,34,7,True
Upper Reserve 42,JJ,124,8,True
Preferred Field Value 48,D,216,4,True
Loge 135,E,73,4,True
12FD,H,258,7,True
Loge Box 157,L,8,10,True
Preferred Loge Box Value 161,N,63,12,True
RESERVE VIP 6,C,106,2,True
48FD,E,216,5,True
152LG,O,3,13,True
Left Field Pavilion 305,D,101,3,True
7TD,O,201,13,True
Field Box MVP 22,K,161,9,True
Top Deck 2,N,182,12,True
40FD,G,208,6,True
INFIELD RESERVE 24,J,255,8,True
Loge 111,G,20,6,True
Field Box FB50,E,179,5,True
Lower Reserve LR31,G,157,6,True
55RS,C,77,2,True
Infield Box 28,R,232,15,True
Reserve MVP 2,N,110,12,True
Loge 166,D,275,3,True
56RS,D,78,3,True
35RS,C,153,2,True
151LG,L,6,10,True
11RS,L,199,10,True
Infield Reserve IFR20,B,206,1,True
27RS,H,193,7,True
4TD,D,229,3,True
Field Box MVP 17,P,263,14,True
Preferred Field Box PFB42,L,140,10,True
16RS,P,288,14,True
Field Box MVP 2,R,163,15,True
Infield Box Value 35,J,184,8,True
48FD,R,216,16,True
Top Deck 3,F,249,5,True
39RS,K,149,9,True
51FD,AA,180,0,True
50FD,D,179,4,True
Reserve MVP 11,R,199,15,True
Field Box FB44,M,212,11,True
Field Box VIP & MVP FBMVP10,J,260,8,True
Pavilion 305,P,101,14,True
5RS,N,109,12,True
35FD,M,184,11,True
Field Box MVP 8,J,169,8,True
Top Deck VIP 13,C,237,2,True
Infield Box IFB28,F,232,5,True
146LG,H,40,7,True
INFIELD RESERVE 24,E,255,4,True
38FD,D,195,3,True
Reserve R17,AA,224,0,True
20RS,B,206,1,True
Pavilion 311,G,160,6,True
158LG,PB,12,18,True
Reserve MVP 16,D,288,3,True
Loge Box 163,R,122,15,True
164,L,277,10,True
Loge Box MVP 128,F,121,5,True
Top Deck TD3,J,249,8,True
Preferred Field Box PFB42,G,140,6,True
Infield Box Value 35,L,184,10,True
44RS,T,189,17,True
47RS,L,287,10,True
Preferred Field Value 46,F,214,5,True
153LG,H,4,7,True
Pavilion 312,A,141,0,True
13TD,D,237,3,True
Top Deck 3,K,249,9,True
Preferred Reserve VIP 56,B,78,1,True
Infield Box 28,G,232,6,True
5TD,K,289,9,True
310PR,D,139,3,True
161LG,N,63,12,True
31RS,J,157,8,True
Field Box MVP 24,C,158,2,True
44FD,M,212,11,True
48FD,P,216,15,True
INFIELD RESERVE 23,E,197,4,True
160LG,C,281,2,True
Preferred Loge Box Value 160,R,281,15,True
4FD,N,165,12,True
48FD,L,216,11,True
Preferred Loge Box 154,B,9,1,True
7TD,D,201,3,True
42RS,HH,124,7,True
Preferred Field Value 47,B,213,1,True
Preferred Reserve 24,A,255,0,True
23RS,K,197,9,True
Preferred Field Value 50,H,179,8,True
34FD,M,159,11,True
Loge 158,B,12,1,True
43RS,D,204,3,True
12FD,C,258,2,True
Loge 159,C,13,2,True
Loge Box 158,S,12,16,True
Preferred Loge Box Value 163,N,122,12,True
Loge Box 161,E,63,4,True
Field Box MVP 13,M,259,11,True
146LG,M,40,11,True
Infield Reserve IFR5,D,109,3,True
Field Box MVP 18,L,268,10,True
Reserve MVP Value 11,H,199,7,True
47FD,E,213,4,True
147LG,A,39,0,True
15RS,C,222,2,True
11FD,D,272,3,True
Loge Box 164,G,277,6,True
51RS,B,81,1,True
Top Deck 10,A,209,0,True
118LG,J,47,8,True
RESERVE MVP VALUE 11,R,199,15,True
60RS,C,46,2,True
6TD,O,1,13,True
148LG,R,36,15,True
161LG,N,63,12,True
52RS,C,82,2,True
17FD,P,263,14,True
124LG,F,134,5,True
Infield Box IFB35,U,184,18,True
Top Deck 6,L,1,10,True
ALL YOU CAN EAT PAVILION 302,D,114,3,True
140LG,C,42,2,True
Field Box MVP 7,M,168,11,True
313PL,D,62,3,True
Field Box FB45,J,211,8,True
Reserve R17,BB,224,1,True
Loge 130,M,68,11,True
Preferred Reserve 24,J,255,8,True
40FD,G,208,6,True
Lower Reserve LR44,B,189,1,True
Preferred Field Box PFB37,O,186,13,True
Field Box MVP 4,D,165,3,True
308PR,D,21,3,True
Field Box MVP 14,J,18,8,True
Lower Reserve LR23,A,197,0,True
49FD,C,215,3,True
Infield Box 26,M,218,11,True
Top Deck 3,B,249,1,True
Infield Reserve IFR20,B,206,1,True
Field Box MVP 1,U,162,18,True
Preferred Reserve 44,K,189,9,True
48FD,P,216,15,True
Infield Box 33,D,292,3,True
Infield Loge Box 139,O,66,13,True
Preferred Reserve 52,C,82,2,True
Loge Box 162,G,279,6,True
Preferred Reserve 36,B,150,1,True
11TD,D,210,3,True
5TD,L,289,10,True
164LG,F,277,5,True
27RS,L,193,10,True
13TD,D,237,3,True
Reserve MVP 16,D,288,3,True
Reserve MVP 8,A,61,0,True
151LG,O,6,13,True
45FD,H,211,7,True
RESERVE MVP VALUE 10,R,217,15,True
36FD,G,230,6,True
RESERVE VIP FRONT ROW 8,A,61,0,True
Preferred Field Box PFB41,A,60,0,True
160LG,F,281,5,True
34FD,F,159,5,True
Loge Box VIP & MVP 102,F,247,5,True
Preferred Field Value 49,M,215,12,True
Preferred Reserve 35,E,153,4,True
3FD,V,164,19,True
28RS,S,133,16,True
Infield Box Value VIP 36,B,230,1,True
34FD,S,159,16,True
Infield Box VIP 26,C,218,2,True
2RS,N,110,12,True
42FD,E,140,4,True
Infield Loge Box 141,H,41,7,True
40RS,H,264,7,True
Preferred Loge Box Value 166,F,275,5,True
Loge 129,C,120,2,True
9RS,A,118,0,True
Pavilion 305,C,101,2,True
301,O,261,13,True
31RS,A,157,0,True
RESERVE MVP VALUE 11,S,199,16,True
162LG,A,279,0,True
Loge 160,G,281,6,True
Field Box FB48,K,216,10,True
Preferred Reserve Value 53,HH,83,7,True
RESERVE MVP 7,E,107,4,True
Preferred Field Box 40,J,208,8,True
28RS,S,133,16,True
23RS,K,197,9,True
RESERVE MVP 16,A,288,0,True
41FD,H,60,7,True
Loge Box VIP & MVP 101,H,183,7,True
Loge Box 163,L,122,10,True
Field Box VIP & MVP FBMVP4,D,165,3,True
149LG,J,35,8,True
Top Deck TD9,A,11,0,True
Preferred Field Box 44,E,212,4,True
Infield Reserve IFR11,J,199,8,True
RESERVE VIP FRONT ROW 8,A,61,0,True
10RS,O,217,13,True
Loge Box VIP & MVP 123,J,123,8,True
116LG,F,142,5,True
11FD,B,272,1,True
305PL,D,101,3,True
Left Field Pavilion VIP 309,C,88,2,True
INFIELD RESERVE 24,U,255,18,True
5TD,A,289,0,True
6TD,E,1,4,True
Infield Reserve IFR11,U,199,18,True
128LG,J,121,8,True
305PL,D,101,3,True
305,G,101,6,True
Preferred Reserve 48,S,132,16,True
Pavilion 312,D,141,3,True
Preferred Reserve 27,U,193,18,True
Field Box MVP 6,J,167,8,True
12TD,A,207,0,True
5TD,N,289,12,True
Field Box VIP & MVP FBMVP7,U,168,18,True
10TD,C,209,2,True
Infield Reserve 23,F,197,5,True
Infield Box Value 35,J,184,8,True
29FD,E,231,4,True
23RS,G,197,6,True
Preferred Loge Box 152,D,3,3,True
27RS,L,193,10,True
Reserve MVP 4,J,108,8,True
123LG,E,123,4,True
Field Box FB50,B,179,2,True
Preferred Reserve 47,F,287,5,True
5TD,C,289,2,True
Loge Box 168,H,284,7,True
Preferred Field Value 47,F,213,5,True
146LG,R,40,15,True
38FD,D,195,3,True
Field Box FB46,N,214,12,True
Reserve VIP Value 11,C,199,2,True
34FD,R,159,15,True
41RS,CC,125,3,True
Infield Loge Box 145,T,37,17,True
Loge 159,O,13,13,True
Lower Reserve LR39,G,149,6,True
Preferred Reserve 47,J,287,8,True
8RS,D,61,3,True
24FD,C,158,2,True
9RS,C,118,2,True
50FD,H,179,8,True
146LG,O,40,13,True
129LG,E,120,4,True
159LG,M,13,11,True
158LG,A,12,0,True
47FD,J,213,8,True
Field Box FB44,B,212,1,True
9TD,E,11,4,True
Infield Loge Box Value 145,G,37,6,True
Infield Loge Box 140,C,42,2,True
Preferred Loge Box Value 158,T,12,17,True
26FD,K,218,9,True
2TD,J,182,8,True
137LG,L,75,10,True
138LG,F,65,5,True
Preferred Loge Box 152,K,3,9,True
Infield Reserve IFR11,D,199,3,True
Loge Box 157,D,8,3,True
149LG,A,35,0,True
Preferred Field Value 47,N,213,12,True
Upper Reserve 41,JJ,125,8,True
52FD,A,177,1,True
30FD,H,239,7,True
4TD,D,229,3,True
Preferred Loge Box 151,L,6,10,True
Loge Box 161,D,63,3,True
47RS,J,287,8,True
Infield Box IFB35,E,184,4,True
124LG,F,134,5,True
3TD,J,249,8,True
24RS,B,255,1,True
Preferred Loge Box 150,H,5,7,True
Preferred Reserve 48,S,132,16,True
Top Deck 8,L,52,10,True
49FD,H,215,8,True
Pavilion 312,A,141,0,True
13TD,P,237,14,True
35RS,J,153,8,True
148LG,L,36,10,True
Field Box MVP 8,D,169,3,True
6FD,E,167,4,True
Infield Reserve 27,M,193,11,True
Reserve VIP Front Row 4,A,108,0,True
Field Box FB51,K,180,10,True
146LG,O,40,13,True
11RS,U,199,18,True
305PL,X,101,22,True
111LG,G,20,6,True
Infield Box Value 34,W,159,20,True
Top Deck 7,M,201,11,True
9FD,J,170,8,True
Field Box MVP 23,E,221,4,True
47FD,S,213,16,True
Top Deck 7,M,201,11,True
3TD,L,249,10,True
Preferred Reserve 39,L,149,10,True
43FD,E,241,4,True
Field Box FB47,A,213,0,True
38,GG,,,False
7TD,G,201,6,True
21RS,AA,267,0,True
147LG,N,39,12,True
Reserve R17,AA,224,0,True
111LG,G,20,6,True
Reserve MVP 7,M,107,11,True
Preferred Field Box PFB39,N,196,12,True
48FD,A,216,1,True
7TD,O,201,13,True
INFIELD RESERVE 24,J,255,8,True
Infield Loge Box Value 148,J,36,8,True
151LG,C,6,2,True
Preferred Field Value 46,S,214,16,True
Preferred Field Box Value VIP 50,C,179,3,True
Loge 159,J,13,8,True
Infield Box Value 35,H,184,7,True
Preferred Reserve Value 58,BB,86,1,True
RESERVE VIP FRONT ROW 8,A,61,0,True
305PL,C,101,2,True
Preferred Reserve 39,E,149,4,True
Left Field Pavilion VIP 313,B,62,1,True
24 RS,H,255,7,True
Pavilion 303,D,67,3,True
Left Field Pavilion 305,B,101,1,True
164,L,277,10,True
43FD,P,241,14,True
122LG,H,181,7,True
Loge 134,K,72,9,True
Top Deck TD4,A,229,0,True
123LG,N,123,12,True
161LG,C,63,2,True
Upper Reserve 38,JJ,248,8,True
6FD,C,167,2,True
24RS,S,255,16,True
Preferred Reserve 39,M,149,11,True
Loge 161,E,63,4,True
Reserve MVP 8,H,61,7,True
39FD,C,196,2,True
31RS,L,157,10,True
11RS,A,199,0,True
LOGE BOX MVP 126,A-K,,,False
Preferred Reserve 23,T,197,17,True
45FD,L,211,10,True
Loge 125,K,129,9,True
123 LOGE,A,123,0,True
Preferred Reserve 44,C,189,2,True
31FD,J,242,8,True
Preferred Field Box PFB36,A,230,0,True
24RS,E,255,4,True
305PL,E,101,4,True
Loge Box VIP & MVP 126,K,130,9,True
51RS,C,81,2,True
Reserve MVP 5,B,109,1,True
15RS,H,222,7,True
Infield Loge Box 139,E,66,4,True
5TD,E,289,4,True
Top Deck TD4,L,229,10,True
Infield Reserve IFR7,E,107,4,True
40FD,S,208,16,True
312PR,B,141,1,True
Infield Box Value 36,O,230,13,True
Preferred Reserve 39,N,149,12,True
45RS,CC,131,4,True
Infield Reserve IFR5,D,109,3,True
Field Box FB52,F,177,6,True
Preferred Loge Box Value 162,L,279,10,True
159LG,E,13,4,True
